,key,name,qualifier,visibility,lastAnalysisDate,revision
0,seatunnel-02ef38eb7adf75e28ffb727296b4db90e78a684d,seatunnel-02ef38eb7adf75e28ffb727296b4db90e78a684d,TRK,public,2023-06-17T16:14:38+0000,02ef38eb7adf75e28ffb727296b4db90e78a684d
