begin_sha,end_sha,commits,additions,deletions,changed_files,total_time,begin_Dispensables,begin_Bloaters,begin_Change Preventers,begin_Couplers,begin_Object-Orientation Abusers,end_Dispensables,end_Bloaters,end_Change Preventers,end_Couplers,end_Object-Orientation Abusers,cluster,timedelta,formatted_duration
e950ecee512fd87a9c20c233ba6ed224acd2c6e4,a01251c8113aee036fd7f229612a33c33cb5e558,1,6,3,1,24978000000000,2006,1130.0,1130.0,734.0,734.0,1003.0,566.0,566.0,367.0,910.0,0,0 days 06:56:18,0 days 06:56:18
6035a8b7df6b622eb5bebe7814f81e349bbe7eb3,534160f96c5dae071192ddb809261ec7905ddbcd,4,60,0,6,27174000000000,1002,565.0,565.0,367.0,367.0,990.0,563.0,563.0,365.0,891.0,0,0 days 07:32:54,0 days 07:32:54
b9496f9eaf0b9239fcd8b0084d859b4501ccc192,9b59ade990a87a5b8034dcc18be1e997b4f59578,3,72,3,2,43727000000000,1001,565.0,565.0,365.0,365.0,983.0,568.0,568.0,366.0,900.0,0,0 days 12:08:47,0 days 12:08:47
e950ecee512fd87a9c20c233ba6ed224acd2c6e4,152cbea1bce867709afb498d55cc4f609aa3f98d,3,393,107,7,116274000000000,2006,1130.0,1130.0,734.0,734.0,998.0,565.0,565.0,365.0,907.0,0,1 days 08:17:54,1 days 08:17:54
55de3fb7e9ca2ba9c2f7b854aa09fcc3c2224532,a6ed346744c69d19c1000cb0c3ad75d9dd4fe669,38,132,23,7,193769000000000,996,563.0,563.0,365.0,365.0,990.0,563.0,563.0,365.0,891.0,0,2 days 05:49:29,2 days 05:49:29
7c6b435eb08d09f5166c61b84176d3978bd22f80,0652dea6941a25d6acb73eff0e1d36fa07ba28a5,1,8,8,4,73094000000000,993,563.0,563.0,365.0,365.0,996.0,563.0,563.0,365.0,896.0,0,0 days 20:18:14,0 days 20:18:14
7c6b435eb08d09f5166c61b84176d3978bd22f80,f9ec90c4002ddb68d3cb89e88c0d7c48d99979e3,2,68,12,3,72751000000000,993,563.0,563.0,365.0,365.0,990.0,568.0,568.0,368.0,899.0,0,0 days 20:12:31,0 days 20:12:31
7c6b435eb08d09f5166c61b84176d3978bd22f80,bcb99336ab9bfe0d6bf04ea2c66f61dca0554de1,2,263,129,8,28292000000000,993,563.0,563.0,365.0,365.0,986.0,567.0,567.0,369.0,897.0,0,0 days 07:51:32,0 days 07:51:32
7c6b435eb08d09f5166c61b84176d3978bd22f80,9a47dac12f19eefb7f68e1c0263b727da3751213,3,58,30,4,122279000000000,993,563.0,563.0,365.0,365.0,981.0,566.0,566.0,364.0,897.0,0,1 days 09:57:59,1 days 09:57:59
7c6b435eb08d09f5166c61b84176d3978bd22f80,016a433a06506714dcfea5ccb806f758770135e1,1,1,1,1,43691000000000,993,563.0,563.0,365.0,365.0,981.0,566.0,566.0,364.0,897.0,0,0 days 12:08:11,0 days 12:08:11
d467ffad62f6acb33a61b6a9919f5cc50bb30f50,035c9eaee21198c9633bd201d5307ac7ecb75385,6,108,1,5,135635000000000,990,563.0,563.0,365.0,365.0,983.0,568.0,568.0,366.0,900.0,0,1 days 13:40:35,1 days 13:40:35
b3b34150e791cceff239f195193bb1c779eeeea1,7a73a7a37721f3f793fe69becf5fad6f22b3a43e,1,229,0,13,312810000000000,990,563.0,563.0,365.0,365.0,981.0,565.0,565.0,364.0,897.0,0,3 days 14:53:30,3 days 14:53:30
43d8e667c375bb9fe8829ba50b86f7a87e3edf5f,9d87d5278e95632301f87fa74e32a111a04788b9,19,865,614,115,499140000000000,990,563.0,563.0,365.0,365.0,1962.0,1130.0,1130.0,728.0,1794.0,0,5 days 18:39:00,5 days 18:39:00
1fa35d6f95634569bb3641175269f35fbfd868d8,72a9af46dba370124338216cb9d681f2190bf268,3,11,8,2,486106000000000,983,568.0,568.0,366.0,366.0,981.0,566.0,566.0,364.0,897.0,0,5 days 15:01:46,5 days 15:01:46
11cc6190c882eee9677a9d962c700b9e122d7ee1,b3b34150e791cceff239f195193bb1c779eeeea1,5,166,4,10,101513000000000,983,568.0,568.0,366.0,366.0,993.0,564.0,564.0,368.0,900.0,0,1 days 04:11:53,1 days 04:11:53
11cc6190c882eee9677a9d962c700b9e122d7ee1,88ad6d1ec19816c7123f1d70afe2fa1c3fdf80a6,1,41,63,2,96556000000000,983,568.0,568.0,366.0,366.0,981.0,566.0,566.0,364.0,897.0,0,1 days 02:49:16,1 days 02:49:16
a19221c37ab6c078278675c8afea68f692baabae,f14cfb10931e91303c98dd38c428e921172635bb,2,2,0,2,367163000000000,983,568.0,568.0,366.0,366.0,1962.0,1130.0,1130.0,728.0,1794.0,0,4 days 05:59:23,4 days 05:59:23
3856363126cb6c1e3f05e8af0ba76f01feec2b24,1fa35d6f95634569bb3641175269f35fbfd868d8,1,47,44,8,11043000000000,983,568.0,568.0,366.0,366.0,986.0,567.0,567.0,369.0,897.0,0,0 days 03:04:03,0 days 03:04:03
2dbc154798bd5f332dcae593a2e971f987762183,ab04652616adb6da33eaf6625e106f8f4b688a0a,1,45,6,3,88045000000000,986,567.0,567.0,369.0,369.0,978.0,559.0,559.0,363.0,908.0,0,1 days 00:27:25,1 days 00:27:25
8fb441b7d67a62feec6e45b6fc9d908074791889,57d8a4144a2668e104f9ffeebb9e80134a3930da,3,81,57,3,47147000000000,986,567.0,567.0,369.0,369.0,1962.0,1132.0,1132.0,728.0,1794.0,0,0 days 13:05:47,0 days 13:05:47
0b8ef7fb2badfa0328da5dc74301c8a1042fe7e7,7d61bf2c7b49c369b0196635308fe16c14b91ecb,7,84,41,4,435304000000000,985,567.0,567.0,369.0,369.0,981.0,565.0,565.0,364.0,897.0,0,5 days 00:55:04,5 days 00:55:04
9f58ccaadc6b83fd5ab99b989c6b81b75110db37,5306f65603f86839995182b7aa53e86d480028f3,1,1,0,1,61813000000000,981,566.0,566.0,364.0,364.0,978.0,559.0,559.0,363.0,908.0,0,0 days 17:10:13,0 days 17:10:13
9f58ccaadc6b83fd5ab99b989c6b81b75110db37,43d8e667c375bb9fe8829ba50b86f7a87e3edf5f,2,5,1,2,289285000000000,981,566.0,566.0,364.0,364.0,979.0,559.0,559.0,363.0,909.0,0,3 days 08:21:25,3 days 08:21:25
0b6a16abbb61049406c3a8b1cdbb5fe06c74bceb,1f522632a59ca027ed28b7bced12656761220e28,1,1,0,1,107995000000000,981,566.0,566.0,364.0,364.0,979.0,560.0,560.0,363.0,909.0,0,1 days 05:59:55,1 days 05:59:55
8fb441b7d67a62feec6e45b6fc9d908074791889,54910257c8112dae1f2a3905a346d2be3a4791ac,1,158,0,4,90349000000000,986,567.0,567.0,369.0,369.0,983.0,568.0,568.0,366.0,900.0,0,1 days 01:05:49,1 days 01:05:49
11cc6190c882eee9677a9d962c700b9e122d7ee1,55de3fb7e9ca2ba9c2f7b854aa09fcc3c2224532,8,436,30,2,380319000000000,983,568.0,568.0,366.0,366.0,983.0,568.0,568.0,366.0,900.0,0,4 days 09:38:39,4 days 09:38:39
0b6a16abbb61049406c3a8b1cdbb5fe06c74bceb,a3fbbbf3f4f8f2637b2ca420f06afd0c7d9c6b6e,1,26,1,3,131043000000000,981,566.0,566.0,364.0,364.0,1002.0,565.0,565.0,367.0,910.0,0,1 days 12:24:03,1 days 12:24:03
91498563c7a78053766ae62c2b9fe7fbab0bcbfc,2dbc154798bd5f332dcae593a2e971f987762183,2,44,36,16,91169000000000,981,566.0,566.0,364.0,364.0,2002.0,1132.0,1132.0,730.0,1812.0,0,1 days 01:19:29,1 days 01:19:29
c14b69217def10714ae4ea7fbc04cefc5d8cee5c,91498563c7a78053766ae62c2b9fe7fbab0bcbfc,1,1,1,1,15867000000000,981,566.0,566.0,364.0,364.0,993.0,563.0,563.0,365.0,896.0,0,0 days 04:24:27,0 days 04:24:27
c14b69217def10714ae4ea7fbc04cefc5d8cee5c,2b15263707a974697b297ac7752c2921a3161018,3,9,8,2,94229000000000,981,566.0,566.0,364.0,364.0,976.0,561.0,561.0,362.0,909.0,0,1 days 02:10:29,1 days 02:10:29
f4262d7768a03bcd8b731e30f0d56e29e765929c,c7ddf9b8a65a50482dd3644e42cc3c97a7dc0176,2,90,19,4,71217000000000,1962,1132.0,1132.0,728.0,728.0,972.0,565.0,565.0,367.0,917.0,0,0 days 19:46:57,0 days 19:46:57
f4262d7768a03bcd8b731e30f0d56e29e765929c,0b6a16abbb61049406c3a8b1cdbb5fe06c74bceb,1,1,1,1,44303000000000,1962,1132.0,1132.0,728.0,728.0,972.0,565.0,565.0,367.0,917.0,0,0 days 12:18:23,0 days 12:18:23
0b6a16abbb61049406c3a8b1cdbb5fe06c74bceb,194dc41dc670b46016959036064cce9f71553168,4,1,0,1,101814000000000,981,566.0,566.0,364.0,364.0,978.0,560.0,560.0,363.0,908.0,0,1 days 04:16:54,1 days 04:16:54
7d01cc14a69cfbad9f5bee3b4f7da0a67c202711,077010728f3cd46c31b80145a3ee1d8adac9d7bd,1,1,1,1,24603000000000,981,565.0,565.0,364.0,364.0,976.0,560.0,560.0,362.0,909.0,0,0 days 06:50:03,0 days 06:50:03
7d01cc14a69cfbad9f5bee3b4f7da0a67c202711,e950ecee512fd87a9c20c233ba6ed224acd2c6e4,5,53,10,6,684710000000000,981,565.0,565.0,364.0,364.0,978.0,559.0,559.0,363.0,908.0,0,7 days 22:11:50,7 days 22:11:50
8fb441b7d67a62feec6e45b6fc9d908074791889,3856363126cb6c1e3f05e8af0ba76f01feec2b24,2,33,27,4,211274000000000,986,567.0,567.0,369.0,369.0,984.0,567.0,567.0,367.0,897.0,0,2 days 10:41:14,2 days 10:41:14
7d01cc14a69cfbad9f5bee3b4f7da0a67c202711,f44f7f229064923f51b4f849ca055dd7b4a5dce9,6,307,179,10,90871000000000,981,565.0,565.0,364.0,364.0,1956.0,1120.0,1120.0,726.0,1816.0,0,1 days 01:14:31,1 days 01:14:31
f3b07dbded73ebf1ae3fca4ad4d56529d93adef4,7d01cc14a69cfbad9f5bee3b4f7da0a67c202711,1,2,0,1,28658000000000,1962,1130.0,1130.0,728.0,728.0,1942.0,1130.0,1130.0,734.0,1834.0,0,0 days 07:57:38,0 days 07:57:38
7d01cc14a69cfbad9f5bee3b4f7da0a67c202711,e4308569c5f94ae66518436b87a8d79c58bb1ef8,1,0,4,1,107963000000000,981,565.0,565.0,364.0,364.0,972.0,565.0,565.0,367.0,915.0,0,1 days 05:59:23,1 days 05:59:23
2f71e041ab54cf7acabcf75aba8bc25e3f353490,e37b494d4b12fe77837bc9f13244366d2977f102,1,9,2,1,10990000000000,981,565.0,565.0,364.0,364.0,960.0,565.0,565.0,367.0,915.0,0,0 days 03:03:10,0 days 03:03:10
a3fbbbf3f4f8f2637b2ca420f06afd0c7d9c6b6e,ff7bab0d28a25dcea216e91154e69e60275f2b0b,13,426,70,3,691824000000000,990,568.0,568.0,368.0,368.0,960.0,565.0,565.0,367.0,915.0,0,8 days 00:10:24,8 days 00:10:24
7d01cc14a69cfbad9f5bee3b4f7da0a67c202711,c14b69217def10714ae4ea7fbc04cefc5d8cee5c,8,120,110,17,192785000000000,981,565.0,565.0,364.0,364.0,1958.0,1120.0,1120.0,726.0,1818.0,0,2 days 05:33:05,2 days 05:33:05
eec521d38df7a916e581a7afda0b0f8d339348a0,8ac62eb954099bb41cc90cdf9db2a664f23b739f,1,98,106,6,132713000000000,1962,1130.0,1130.0,728.0,728.0,1944.0,1130.0,1130.0,734.0,1830.0,0,1 days 12:51:53,1 days 12:51:53
eec521d38df7a916e581a7afda0b0f8d339348a0,f6f07aff9db970c12421b700a49e57d29005fc36,1,14,2,1,93771000000000,1962,1130.0,1130.0,728.0,728.0,959.0,564.0,564.0,367.0,914.0,0,1 days 02:02:51,1 days 02:02:51
eec521d38df7a916e581a7afda0b0f8d339348a0,1a47e92f215825fcadc8d52cbbf1d4f1a0a3a4dc,1,42,82,3,517794000000000,1962,1130.0,1130.0,728.0,728.0,978.0,560.0,560.0,363.0,908.0,0,5 days 23:49:54,5 days 23:49:54
3c8804ac9b2d7bc543fc6cf317c6998713ebcb90,918086f4b78458ee50b676d97171ef7c15b0ced9,7,178,403,29,573900000000000,991,566.0,566.0,368.0,368.0,962.0,564.0,564.0,367.0,914.0,0,6 days 15:25:00,6 days 15:25:00
eec521d38df7a916e581a7afda0b0f8d339348a0,998c1eb17fdc5d7daf781ff62644bb335cd612bc,1,4,4,2,467890000000000,1962,1130.0,1130.0,728.0,728.0,1001.0,565.0,565.0,365.0,906.0,0,5 days 09:58:10,5 days 09:58:10
eec521d38df7a916e581a7afda0b0f8d339348a0,9f58ccaadc6b83fd5ab99b989c6b81b75110db37,1,10,44,3,397510000000000,1962,1130.0,1130.0,728.0,728.0,962.0,564.0,564.0,367.0,914.0,0,4 days 14:25:10,4 days 14:25:10
b479a384e854b6eb62c429801ec3ce2acfa3c160,11cc6190c882eee9677a9d962c700b9e122d7ee1,5,233,3,6,600544000000000,980,566.0,566.0,364.0,364.0,978.0,559.0,559.0,363.0,908.0,0,6 days 22:49:04,6 days 22:49:04
b479a384e854b6eb62c429801ec3ce2acfa3c160,d77df1482261a60a55ecc193a3f0208a8a3adf2d,3,173,105,3,31959000000000,980,566.0,566.0,364.0,364.0,959.0,564.0,564.0,367.0,914.0,0,0 days 08:52:39,0 days 08:52:39
1a274b6f5ae5242270dfc264b3503af0eda8c680,7bfa04e7cf1d4427baa9c25b80973c0a48f3e4f8,7,5811,1543,119,790000000000,978,559.0,559.0,363.0,363.0,956.0,562.0,562.0,367.0,910.0,0,0 days 00:13:10,0 days 00:13:10
1a47e92f215825fcadc8d52cbbf1d4f1a0a3a4dc,f558aa4f1bd35d50d0dbd94a6613bbc2b9596a46,3,39,116,20,1025905000000000,993,564.0,564.0,368.0,368.0,959.0,567.0,567.0,367.0,907.0,0,11 days 20:58:25,11 days 20:58:25
1a274b6f5ae5242270dfc264b3503af0eda8c680,a94d2fcdba9f625d6d257c2ecf50cb24e1f24074,3,333,71,17,81578000000000,978,559.0,559.0,363.0,363.0,1920.0,1130.0,1130.0,734.0,1830.0,0,0 days 22:39:38,0 days 22:39:38
e4308569c5f94ae66518436b87a8d79c58bb1ef8,0b8ef7fb2badfa0328da5dc74301c8a1042fe7e7,12,593,25,14,599387000000000,1962,1130.0,1130.0,728.0,728.0,976.0,562.0,562.0,361.0,916.0,0,6 days 22:29:47,6 days 22:29:47
030ce663b7c2e2dd9c3d4cfde3dda82aef2dd005,f3b07dbded73ebf1ae3fca4ad4d56529d93adef4,1,79,94,3,416460000000000,978,559.0,559.0,363.0,363.0,959.0,567.0,567.0,366.0,907.0,0,4 days 19:41:00,4 days 19:41:00
030ce663b7c2e2dd9c3d4cfde3dda82aef2dd005,b479a384e854b6eb62c429801ec3ce2acfa3c160,3,15,3,3,78590000000000,978,559.0,559.0,363.0,363.0,966.0,567.0,567.0,370.0,903.0,0,0 days 21:49:50,0 days 21:49:50
030ce663b7c2e2dd9c3d4cfde3dda82aef2dd005,dee55f817dc5072aa0c38ec5e343aaf3855b70d6,1,45,15,3,20472000000000,978,559.0,559.0,363.0,363.0,964.0,567.0,567.0,370.0,908.0,0,0 days 05:41:12,0 days 05:41:12
030ce663b7c2e2dd9c3d4cfde3dda82aef2dd005,6761dbacb6454b4a8e5ce8d8ae3552ee829997c0,1,20,17,2,16286000000000,978,559.0,559.0,363.0,363.0,964.0,567.0,567.0,370.0,908.0,0,0 days 04:31:26,0 days 04:31:26
c14b69217def10714ae4ea7fbc04cefc5d8cee5c,39d035d9153c5c0a6e515e9798bbe3ce89fd952f,26,157,34,7,686867000000000,981,566.0,566.0,364.0,364.0,972.0,565.0,565.0,367.0,917.0,0,7 days 22:47:47,7 days 22:47:47
012a3015bc1f1af184c366faa021e66d7cac6b69,c2dcb24d08f55834940357fe8175f47235c62c4e,2,19,0,1,131053000000000,978,559.0,559.0,363.0,363.0,960.0,567.0,567.0,367.0,908.0,0,1 days 12:24:13,1 days 12:24:13
012a3015bc1f1af184c366faa021e66d7cac6b69,8fb441b7d67a62feec6e45b6fc9d908074791889,4,160,50,8,638314000000000,978,559.0,559.0,363.0,363.0,966.0,567.0,567.0,370.0,903.0,0,7 days 09:18:34,7 days 09:18:34
b0922790c0cded303507d0d4d572c8e5f6538236,012a3015bc1f1af184c366faa021e66d7cac6b69,3,6,11,1,13856000000000,978,559.0,559.0,363.0,363.0,956.0,567.0,567.0,367.0,911.0,0,0 days 03:50:56,0 days 03:50:56
b0922790c0cded303507d0d4d572c8e5f6538236,f4262d7768a03bcd8b731e30f0d56e29e765929c,11,224,45,12,548076000000000,978,559.0,559.0,363.0,363.0,964.0,567.0,567.0,370.0,908.0,0,6 days 08:14:36,6 days 08:14:36
1a274b6f5ae5242270dfc264b3503af0eda8c680,9c6cd4b93e0427fc12bbedae8156c746cbe6cea1,3,598,661,28,203311000000000,978,559.0,559.0,363.0,363.0,956.0,562.0,562.0,367.0,910.0,0,2 days 08:28:31,2 days 08:28:31
b59ab14a6b97073bb92866ec381a01de429698f7,a19221c37ab6c078278675c8afea68f692baabae,4,49,0,2,754751000000000,979,559.0,559.0,363.0,363.0,967.0,571.0,571.0,372.0,906.0,0,8 days 17:39:11,8 days 17:39:11
ac0bf1b924e97a828f39e4cf5b86ec0be5650399,56a46ee1aea84114a7935e5be217922667ad3ac7,4,58,10,4,156802000000000,979,560.0,560.0,363.0,363.0,959.0,567.0,567.0,366.0,907.0,0,1 days 19:33:22,1 days 19:33:22
b479a384e854b6eb62c429801ec3ce2acfa3c160,89e33a864e8e86207523819100b36d590e3d9e62,6,118,6,5,722569000000000,980,566.0,566.0,364.0,364.0,962.0,565.0,565.0,368.0,915.0,0,8 days 08:42:49,8 days 08:42:49
55ff32d67070dd2021087ac11fd6187095b9a1fe,3ad12e81d9601120bf8e38426bbfc755301e718e,3,88,90,2,22839000000000,979,560.0,560.0,363.0,363.0,966.0,567.0,567.0,370.0,903.0,0,0 days 06:20:39,0 days 06:20:39
55ff32d67070dd2021087ac11fd6187095b9a1fe,9d7df93730a36fe1616f8aedd66f2b1ba87e9942,1,52,17,5,103694000000000,979,560.0,560.0,363.0,363.0,972.0,565.0,565.0,367.0,917.0,0,1 days 04:48:14,1 days 04:48:14
e201055496331f1301fdd6721dd4a5788ddca5b8,461407c991f1cfb83112aafd40a6cf3bb91a5976,1,15,8,1,76141000000000,1956,1120.0,1120.0,726.0,726.0,1938.0,1142.0,1142.0,740.0,1808.0,0,0 days 21:09:01,0 days 21:09:01
e201055496331f1301fdd6721dd4a5788ddca5b8,b4ea2fb100e7edd7246dc2645dc8723746a68907,1,11,2,2,482290000000000,1956,1120.0,1120.0,726.0,726.0,976.0,560.0,560.0,362.0,909.0,0,5 days 13:58:10,5 days 13:58:10
e201055496331f1301fdd6721dd4a5788ddca5b8,b0922790c0cded303507d0d4d572c8e5f6538236,1,33,131,5,94626000000000,1956,1120.0,1120.0,726.0,726.0,969.0,571.0,571.0,370.0,904.0,0,1 days 02:17:06,1 days 02:17:06
9e44b503af1256f3f9a3ca91bce9d20331d2acf1,b59ab14a6b97073bb92866ec381a01de429698f7,2,159,45,4,103541000000000,978,560.0,560.0,363.0,363.0,968.0,571.0,571.0,370.0,904.0,0,1 days 04:45:41,1 days 04:45:41
0e7c739174012cddce4572af09d047629ba26ce9,d8117f9f58f66044da9c3d04b6266e2061df4a1c,2,425,73,12,109220000000000,976,560.0,560.0,362.0,362.0,968.0,573.0,573.0,370.0,903.0,0,1 days 06:20:20,1 days 06:20:20
0e7c739174012cddce4572af09d047629ba26ce9,ac0bf1b924e97a828f39e4cf5b86ec0be5650399,4,97,654,28,162264000000000,976,560.0,560.0,362.0,362.0,968.0,573.0,573.0,370.0,902.0,0,1 days 21:04:24,1 days 21:04:24
329308f18ab3e0fe76480f46489de0b39ca9a76a,a34accd12e5494a5f807a25b2fe77cd19886014f,2,24,18,2,26207000000000,976,560.0,560.0,362.0,362.0,968.0,573.0,573.0,370.0,903.0,0,0 days 07:16:47,0 days 07:16:47
329308f18ab3e0fe76480f46489de0b39ca9a76a,a9af30913891a24becda77beb521e32542af08fd,1,14,0,2,170260000000000,976,560.0,560.0,362.0,362.0,976.0,561.0,561.0,362.0,909.0,0,1 days 23:17:40,1 days 23:17:40
a2aa1d4b8390a81f4be33f216fc748b44a348159,74ee3e2fa1d393b7e7c2a14c6a95b57b58233e93,12,1,1,1,11967000000000,976,561.0,561.0,362.0,362.0,968.0,573.0,573.0,370.0,903.0,0,0 days 03:19:27,0 days 03:19:27
f21940c9e564e32a39ca5e73d50173e28c559da0,6035a8b7df6b622eb5bebe7814f81e349bbe7eb3,22,595,5,22,1645524000000000,2002,1132.0,1132.0,730.0,730.0,968.0,571.0,571.0,370.0,904.0,0,19 days 01:05:24,19 days 01:05:24
bb71b65dc64e4166ac1042dcd3e133c8ff8c493d,9e44b503af1256f3f9a3ca91bce9d20331d2acf1,9,300,96,14,317807000000000,976,562.0,562.0,361.0,361.0,968.0,573.0,573.0,370.0,901.0,0,3 days 16:16:47,3 days 16:16:47
bb71b65dc64e4166ac1042dcd3e133c8ff8c493d,70527bac045da17daf4e333ed38d603e66953da9,1,34,25,2,243305000000000,976,562.0,562.0,361.0,361.0,1932.0,1148.0,1148.0,738.0,1802.0,0,2 days 19:35:05,2 days 19:35:05
7a73a7a37721f3f793fe69becf5fad6f22b3a43e,f21940c9e564e32a39ca5e73d50173e28c559da0,15,788,96,19,1660632000000000,998,565.0,565.0,365.0,365.0,969.0,571.0,571.0,371.0,904.0,0,19 days 05:17:12,19 days 05:17:12
fc30abeea098ef3100ae61224ddbf33e143c647a,e7b816d2d0c4735275f3719289b29065e194e92b,1,36,5,2,67224000000000,1942,1130.0,1130.0,734.0,734.0,976.0,562.0,562.0,361.0,915.0,0,0 days 18:40:24,0 days 18:40:24
11cc6190c882eee9677a9d962c700b9e122d7ee1,7c6b435eb08d09f5166c61b84176d3978bd22f80,11,480,1,6,1524938000000000,983,568.0,568.0,366.0,366.0,985.0,567.0,567.0,369.0,897.0,0,17 days 15:35:38,17 days 15:35:38
fc30abeea098ef3100ae61224ddbf33e143c647a,3964ece6561b0402165c4158d51b65e9d82c8860,1,126,334,23,109237000000000,1942,1130.0,1130.0,734.0,734.0,956.0,563.0,563.0,366.0,908.0,0,1 days 06:20:37,1 days 06:20:37
c374087497d7fd81cbd9396375a70c03e51c512c,d0eef9f01389f44505df94b10fa18323eacadb50,4,44,4,3,86794000000000,972,565.0,565.0,367.0,367.0,1930.0,1138.0,1138.0,738.0,1798.0,0,1 days 00:06:34,1 days 00:06:34
37309490a50de0134af533966ab27e236e9107ed,0f56dfd2135cb45b63a3a69398e6e7ab8980eb0f,3,117,196,6,86476000000000,972,565.0,565.0,367.0,367.0,971.0,570.0,570.0,369.0,895.0,0,1 days 00:01:16,1 days 00:01:16
7c3080eac15c9db69991eccc3994804f12a5e363,c9f767e83dfeca76c2c665973aee390e45141a69,2,121,42,2,142947000000000,972,565.0,565.0,367.0,367.0,972.0,565.0,565.0,367.0,915.0,0,1 days 15:42:27,1 days 15:42:27
b4ea2fb100e7edd7246dc2645dc8723746a68907,3846cd249d10a6f7d937853be0f97c848d9ea6a6,3,2,1,1,1312441000000000,981,565.0,565.0,364.0,364.0,1934.0,1152.0,1152.0,738.0,1802.0,0,15 days 04:34:01,15 days 04:34:01
b0922790c0cded303507d0d4d572c8e5f6538236,bdd26eeca9fe7adfd87a4ee1e0acfd84d6148c57,7,411,80,18,1392537000000000,978,559.0,559.0,363.0,363.0,969.0,571.0,571.0,371.0,906.0,0,16 days 02:48:57,16 days 02:48:57
2dc2895fe5b3ae4ac55d1299316cd59b00727723,e360de03375e5204857626b6949e7a2f61721d29,1,444,250,4,85557000000000,972,565.0,565.0,367.0,367.0,972.0,565.0,565.0,367.0,915.0,0,0 days 23:45:57,0 days 23:45:57
72855197ac21df693a61a4320dd6c28fdea23b69,0efef76ecdfdb52a77834d8b41cc886872160d50,3,113,120,5,118859000000000,972,565.0,565.0,367.0,367.0,965.0,569.0,569.0,369.0,899.0,0,1 days 09:00:59,1 days 09:00:59
72855197ac21df693a61a4320dd6c28fdea23b69,fafc3c638394fcf4d6a407f0f81c8ef8a978e08e,5,90,79,7,430384000000000,972,565.0,565.0,367.0,367.0,968.0,566.0,566.0,368.0,894.0,0,4 days 23:33:04,4 days 23:33:04
72855197ac21df693a61a4320dd6c28fdea23b69,7c3080eac15c9db69991eccc3994804f12a5e363,2,157,174,10,49766000000000,972,565.0,565.0,367.0,367.0,970.0,570.0,570.0,369.0,899.0,0,0 days 13:49:26,0 days 13:49:26
72855197ac21df693a61a4320dd6c28fdea23b69,c374087497d7fd81cbd9396375a70c03e51c512c,2,49,6,2,83523000000000,972,565.0,565.0,367.0,367.0,968.0,573.0,573.0,370.0,902.0,0,0 days 23:12:03,0 days 23:12:03
72855197ac21df693a61a4320dd6c28fdea23b69,37309490a50de0134af533966ab27e236e9107ed,1,31,8,2,77706000000000,972,565.0,565.0,367.0,367.0,968.0,566.0,566.0,368.0,894.0,0,0 days 21:35:06,0 days 21:35:06
d7167a69eea8e6ad2515c47aad155a7f6e2ab2cd,af1f351756191860f8574e78b853524b0d919946,1,44,7,2,299760000000000,972,565.0,565.0,367.0,367.0,966.0,568.0,568.0,365.0,893.0,0,3 days 11:16:00,3 days 11:16:00
3964ece6561b0402165c4158d51b65e9d82c8860,329308f18ab3e0fe76480f46489de0b39ca9a76a,8,365,183,16,492104000000000,976,561.0,561.0,362.0,362.0,991.0,566.0,566.0,368.0,899.0,0,5 days 16:41:44,5 days 16:41:44
f80f0561bf15819ae78b1c681a3f154d160f363a,030ce663b7c2e2dd9c3d4cfde3dda82aef2dd005,2,32,2,3,754504000000000,1944,1130.0,1130.0,734.0,734.0,968.0,575.0,575.0,369.0,899.0,0,8 days 17:35:04,8 days 17:35:04
f80f0561bf15819ae78b1c681a3f154d160f363a,e201055496331f1301fdd6721dd4a5788ddca5b8,1,0,29,1,627614000000000,1944,1130.0,1130.0,734.0,734.0,965.0,569.0,569.0,369.0,899.0,0,7 days 06:20:14,7 days 06:20:14
f80f0561bf15819ae78b1c681a3f154d160f363a,d00332dcc28de6c8797524f5a1759d330e6c1ee9,1,1,1,1,75513000000000,1944,1130.0,1130.0,734.0,734.0,1932.0,1144.0,1144.0,730.0,1786.0,0,0 days 20:58:33,0 days 20:58:33
f80f0561bf15819ae78b1c681a3f154d160f363a,85a070098034ef1f75a0be0e0e9324ac7d77b283,1,42,12,1,328791000000000,1944,1130.0,1130.0,734.0,734.0,969.0,570.0,570.0,368.0,895.0,0,3 days 19:19:51,3 days 19:19:51
f80f0561bf15819ae78b1c681a3f154d160f363a,72855197ac21df693a61a4320dd6c28fdea23b69,1,2,15,1,86664000000000,1944,1130.0,1130.0,734.0,734.0,964.0,575.0,575.0,364.0,894.0,0,1 days 00:04:24,1 days 00:04:24
281761b956d2aaf1f903b7936627744105f4beb1,ed029c976a7e88d78bb45cc4d66641242a24b672,9,591,525,23,686345000000000,976,562.0,562.0,361.0,361.0,958.0,572.0,572.0,364.0,892.0,0,7 days 22:39:05,7 days 22:39:05
3070f90fea6fa124ad7c3cb76fa10ccb7a093121,1bfd93b12d768ed115b8f9aa25a91f0e4d5c1277,8,85,4,5,144413000000000,960,565.0,565.0,367.0,367.0,966.0,572.0,572.0,365.0,894.0,0,1 days 16:06:53,1 days 16:06:53
65f0a3474de70f432de2e465e00daa872dcbfa76,3c15fd407d937775b98100c7e5413ab61f0fb8d1,9,593,5,13,704784000000000,960,565.0,565.0,367.0,367.0,1916.0,1144.0,1144.0,728.0,1784.0,0,8 days 03:46:24,8 days 03:46:24
